,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,note
Hutaginjang Geosite View Point,https://www.google.com/maps/place/Hutaginjang+Geosite+View+Point/data=!4m7!3m6!1s0x302e1b004ec44d39:0x4b9efd3592a526fc!8m2!3d2.3148412!4d98.9710016!16s%2Fg%2F11cs1kl5y2!19sChIJOU3ETgAbLjAR_CalkjX9nks?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npcytG0hDZoJbL1VWv4NJAPN3YSt0VFRLoiK4vh4ibjufjVf5yL8tgh8Hm2sZEFFS9d5KnKiWriTORytqwgIWTilK9ocxBCa8VssxcC884sO7QDOBwlPlZebXGQXdFcpnjeuA96cw=w122-h92-k-no,4.7,1311,"Sitanggor, Muara, North Tapanuli Regency, North Sumatra 22476",Open 24 hours,2.3148412,98.9710016,Alam,"Pemandangan, Fotografi, Santai, Trekking, Piknik, Pemandangan","Hutaginjang Geosite View Point adalah titik pandang strategis yang menawarkan pemandangan spektakuler ke arah kaldera Danau Toba. Dari ketinggian ini, pengunjung dapat mengagumi keindahan danau yang luas, pulau Samosir, serta perbukitan yang mengelilinginya, memberikan gambaran utuh tentang skala geologis danau vulkanik terbesar di dunia ini. ",
Sigura-Gura Waterfall,"https://www.google.com/maps/place/Sigura+Gura+Waterfall/@2.55474,99.3019686,17z/data=!3m1!4b1!4m6!3m5!1s0x303204f4ef7ff827:0xa9089e4d7ca29038!8m2!3d2.55474!4d99.3045489!16s%2Fg%2F11c4wx4cvm?authuser=0\&hl=en\&entry=ttu\&g",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npj381U5S0vj0tCML4RZEUn12J4T8W3CfIF-O9gs-gMmY3UhDeHFoOO4lOre3UC05NpJADuTbdsGIYC1PfDxs7zGMvhcMEldjxKfZsqPcqmBc_Tb5ejwbkvydDXlI2JxGBkGFul=w408-h544-k-no,4.4,277,"Halado, Pintu Pohan Merant, Toba, North Sumatra 21274",Open 24 hours,2.554740,99.3045489,Alam,"Pemandangan, Fotografi, Trekking ","Sigura-Gura Waterfall adalah air terjun yang megah dan sangat kuat, merupakan salah satu air terjun tertinggi di Indonesia. Daya tarik utamanya adalah debit airnya yang besar dan ketinggiannya yang mengesankan, menciptakan pemandangan yang dramatis dan suara gemuruh yang memukau. Tempat ini adalah surga bagi para fotografer yang ingin mengabadikan keindahan dan kekuatan alam. ",tidak relevan
Aek Nauli Elephant Conservation Camp (ANECC),"https://www.google.com/maps/place/Aek+Nauli+Elephant+Conservation+Camp+(ANECC)/@2.7178212,98.937727,17z/data=!3m1!4b1!4m6!3m5!1s0x3031eda3568206d3:0x692372512dc33855!8m2!3d2.7178212!4d98.9403019!16s%2Fg%2F11fjv4xslm?authuser=0%5C&hl=en%5C&entry=ttu&g",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noFe9MSVWyBNDPmnsM3uCODGwLNC5k7xaB7kDZw9cJEMChOMkrKQefrhgCDU9YeZ2HJI0EoMOS4DDG5ZTKPOnEHety9cKGSTZmO_6QFFYgZqNIgebOUtwHW1AffSLs-yywMY2c=w408-h544-k-no,4.5,894,"Jl. Lintas Sumatera No.16, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 08.00-17.00,2.7178212,98.9403019,Alam,"Fauna, Fotografi","Aek Nauli Elephant Conservation Camp (ANECC) adalah pusat konservasi yang didedikasikan untuk perlindungan dan pelestarian Gajah Sumatera, spesies yang terancam punah. Mengunjungi tempat ini memberikan kesempatan unik untuk melihat gajah dari jarak dekat dan belajar tentang upaya konservasi yang dilakukan. Pengunjung dapat berinteraksi langsung dengan gajah melalui kegiatan memberi makan (dengan panduan pawang) dan mengamati perilaku alami mereka. ",
Taman Bunga Sapo Juma,"https://www.google.com/maps/place/Taman+Bunga+Sapo+Juma/@2.9116491,98.5156914,17z/data=!4m16!1m9!3m8!1s0x3031ad7b3eb96f95:0x8c556fb716258d29!2sTaman+Bunga+Sapo+Juma!8m2!3d2.9116491!4d98.5182663!9m1!1b1!16s%2Fg%2F11f4r12135!3m5!1s0x3031ad7b3eb96f95:0x8c556fb716258d29!8m2!3d2.9116491!4d98.5182663!16s%2Fg%2F11f4r12135?authuser=0%5C&hl=en%5C&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBCm698NWFMNUmvVdv566OFGqiSTawLxxXP8QKCoHbwLomnfKeG4qHa9-n7LR7mLf_bNdOGlYU3osdTuy9gJZpIBIbgeHMld0-5OCZZs016Sz-Sq8kArKCh9QIw6gylnzXKt4e=w426-h240-k-no,4.5,267,"Tongging, Merek, Karo Regency, North Sumatra 22173",Open 08.00-17.00,2.9116491,98.5182663,Alam,"Pemandangan, Fotografi, Santai ","Taman Bunga Sapo Juma adalah surga bagi para pecinta bunga dan fotografi, menampilkan koleksi berbagai jenis bunga yang berwarna-warni dan tertata indah. Pengunjung dapat berjalan-jalan santai di antara hamparan bunga, mengabadikan momen indah dengan latar belakang lautan bunga yang memukau, serta bersantai menikmati keindahan dan kesegaran udara pegunungan.",
Aek Batu Sipolha,"https://www.google.com/maps/place/Aek+Batu+Sipolha/@2.7460535,98.8383772,15z/data=!4m15!1m8!3m7!1s0x303195fa2e2393c1:0x2c88ef3517b4f910!2sAek+Batu+Sipolha!8m2!3d2.7461453!4d98.8380849!10e5!16s%2Fg%2F11mtgtlyjv!3m5!1s0x303195fa2e2393c1:0x2c88ef3517b4f910!8m2!3d2.7461453!4d98.8380849!16s%2Fg%2F11mtgtlyjv?authuser=0%5C&hl=en%5C&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/p/AF1QipOq-va8VM_BpjgJcGxt3vVnWpE_wnJUwO_nN36C=w426-h240-k-no,4.4,148,"Sipolha, Simalungun Regency, North Sumatra 21186",Open 08.00-17.00,2.7461453,98.8380849,Bahari,"Pemandangan, Santai, Fotografi, Piknik, Memancing, Pemandangan ",Aek Batu Sipolha adalah area pantai di tepi Danau Toba yang unik dengan ciri khas bebatuan besar yang tersebar di sepanjang garis pantai. Tempat ini menawarkan pemandangan Danau Toba yang indah dengan airnya yang jernih dan formasi batu yang menarik untuk dieksplorasi.,
Pantai Batu Papan Indah,"https://www.google.com/maps/place/Pantai+Batu+Papan+Indah/@2.8598346,98.6858456,17z/data=!3m1!4b1!4m6!3m5!1s0x3031bb8965989bf5:0xd6b257f1c05591b0!8m2!3d2.8598346!4d98.6884205!16s%2Fg%2F11nnqc8jzx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npV_dqiD4unbsVPoC4_QBRVS0XvZmQH3njJAr5CtUs9vzh8bU9-SZqSkr7Y5LXagPO1ygFj2eYLmfOBcuZTk8uFL8Dq0bXlnDhJAqhPzPuCvZGp41gbKTMVOx0K7pmm87tfN3dz=w408-h306-k-no,3.9,26,"Haranggaol Horison, North Sumatra 21165",Open 24 hours,2.8598346,98.6884205,Bahari,"Pemandangan, Santai, Fotografi, Piknik, Pemandangan ","Pantai Batu Papan Indah adalah destinasi tepi Danau Toba yang menawarkan suasana tenang dan pemandangan yang indah. Sesuai dengan namanya, pantai ini mungkin memiliki ciri khas formasi batu yang datar dan lebar seperti papan di beberapa areanya, yang menambah keunikan lanskap.",
Wisata ilmiah taman rusa aeknaul,"https://www.google.com/maps/place/Wisata+ilmiah+taman+rusa+aeknauli/@2.6024143,98.5338833,10.23z/data=!4m6!3m5!1s0x3031ed37bd34c5b5:0x99df74402ce08e0!8m2!3d2.7206145!4d98.9401885!16s%2Fg%2F11fsm_5ds5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqqwDO7mSriX-C9CkuHlrZQwdrn4i5lUZ6W_UD-K2rZPtE_pGGMDdjkFnnIza4HGwvYfKODJwzEAbDUPPzk9aGpxi9oK9EiLUJRL9gJSAb7vB6u8-4KXXXnM_169a-UG0GFPJCkcw=w426-h240-k-no,4.5,15,"Sibaganding, Girsang Sipangan Bolon, Simalungun Regency, North Sumatra 21174",Open 08.00-17.00,2.7206145,98.9401885,Alam,"Fauna, Fotografi","Wisata Ilmiah Taman Rusa Aek Nauli adalah destinasi yang menggabungkan rekreasi dan edukasi, memungkinkan pengunjung untuk mengamati rusa sambar dalam lingkungan yang alami. Selain melihat langsung rusa, wisatawan dapat belajar tentang biologi, perilaku, dan habitat rusa melalui informasi yang disediakan atau dari pemandu. ",
Ruang Terbuka Publik Parapat,"https://www.google.com/maps/place/Ruang+Terbuka+Publik+Parapat/@2.6656448,98.9332554,17z/data=!3m1!4b1!4m6!3m5!1s0x3031ef5221b9a05b:0x6a9b7d471acdc423!8m2!3d2.6656448!4d98.9358303!16s%2Fg%2F11pzhh4rb4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noxzOVK72MkR-mT9k5iecr-OWQoE3tUM5QV_e523X7r-AtEHCF4NKCj4AULk-DiVmQUzWZoYu6XHbEPWa95uPDd6mP-BjRezRERTdh22bFIfnM-Sc0gZf7-VrJGPj-6LM6IQrY=w426-h240-k-no,4.5,29,"Jalan Bandar Sono, Tiga Raja, Girsang Sipangan Bolon, Simalungun Regency, North Sumatra 21174",Open 24 hours,2.6656448,98.9358303,Alam,"Pemandangan, Santai, Fotografi","Ruang Terbuka Publik Parapat adalah area publik yang menjadi pusat interaksi sosial dan rekreasi di kota wisata Parapat. Terletak strategis di tepi Danau Toba, tempat ini menawarkan pemandangan indah danau yang dapat dinikmati sambil bersantai. Pengunjung dapat berjalan-jalan santai menikmati suasana kota yang ramai namun tetap asri, berinteraksi dengan penduduk lokal, atau mencicipi berbagai kuliner khas yang dijajakan di sekitar area. ",
Penatapan Simarjarunjung,"https://www.google.com/maps/place/Penatapan+Simarjarunjung/@2.8312258,98.7644821,17z/data=!4m15!1m8!3m7!1s0x3031bc1bb19765d5:0xce517991a76509ce!2sPenatapan+Simarjarunjung!8m2!3d2.8311325!4d98.7643966!10e5!16s%2Fg%2F11g6njc3b3!3m5!1s0x3031bc1bb19765d5:0xce517991a76509ce!8m2!3d2.8311325!4d98.7643966!16s%2Fg%2F11g6njc3b3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npdpf7NasBKIKexJeKMd7Kj-xFB5kFfMgf9Mjo8n4NjeL8CkbgTK--5x3Rg7AOcsTKk_ESMOi7-EQ8PtjAOHU4FQ4E2dSvy_rqm64PooCsiLhs2Yc2JQx4TiTkeiGu2ePYkXOZ9=w408-h725-k-no,4.4,1431,"Jl. Simarjarunjung, Tiga Runggu, Kec. Purba, Kabupaten Simalungun, Sumatera Utara 21163",Open 08.00-17.00,2.8311325,98.7643966,Alam,"Pemandangan, Fotografi, Santai","Penatapan Simarjarunjung adalah titik pandang populer yang terletak di ketinggian, menawarkan pemandangan spektakuler Danau Toba yang membentang luas. Tempat ini terkenal dengan vista panoramanya yang memukau, menjadikannya spot favorit untuk fotografi lanskap. Pengunjung dapat bersantai sambil menikmati udara segar pegunungan dan menyeruput kopi atau teh di warung-warung yang tersedia dengan latar belakang danau yang indah.",
Camping Ground - Parapat,"https://www.google.com/maps/place/Camping+Ground+-+Parapat/@2.4757209,99.0529035,10.7z/data=!4m6!3m5!1s0x3031ec1a4df48345:0x82e2262729426be2!8m2!3d2.6733809!4d98.9379935!16s%2Fg%2F11cn0m_21j?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrlA4kIPlvFrqz1EysRBttbvoIouOQLohc0QXmha27LxDZLUrpshqQtaaeDslaBEWxWnb2VHlFhKdt7wQYCDDqVi7E4WnocK1IpibXCg_tQ1-CC9htoumTDG5jgWNXfrKSYfPTF=w533-h240-k-no,4.2,22,"jln bangun dolok, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara",Open 24 hours,2.6733809,98.9379935,Alam,"Fotografi, Piknik, Pemandangan","Camping Ground – Parapat adalah destinasi wisata alam yang terletak di kawasan perbukitan Desa Bangun Dolok, Parapat, Sumatera Utara. Lokasi ini berada di kaki Gunung Simarbalatuk, yang dalam bahasa Batak dikenal sebagai Dolok Simarbalatuk. Dengan ketinggian sekitar 1.514 meter di atas permukaan laut, area ini menawarkan pemandangan spektakuler Danau Toba",
Bukit Sipolha,"https://www.google.com/maps/place/Bukit+Sipolha/@2.7348781,98.8567266,17z/data=!3m1!4b1!4m6!3m5!1s0x3031ebfd0df859b3:0xc96ac4b809eb62a!8m2!3d2.7348781!4d98.8593015!16s%2Fg%2F11g0w44mpm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4myqKHO6aUWoHvC_9mS6HLsBpWoW0-uKRehFHIF6XCJ2p6ZuZ7QL-uikIHqQn5nn9V_m-iKAiVB_KqixDaaHpqSpSh_h9T8TvrVbPsoWB3Shn3SnR41YsXC4hy0EF-Ff6QXS6=w408-h306-k-no,4.6,471,"Bukit Sipolha, Sipolha Horison, Pematang Sidamanik, Simalungun Regency, North Sumatra 21186",Open 24 hours,2.7348781,98.8593015,Alam,"Santai, Pemandangan","Bukit Sipolha adalah sebuah destinasi wisata yang menawarkan panorama menakjubkan Danau Toba dari ketinggian, menjadikannya salah satu spot favorit bagi wisatawan yang ingin menikmati keindahan alam dan ketenangan suasana. Di hadapan Bukit Sipolha terdapat Pulau Simamora, sebuah pulau kecil yang semakin memperindah pemandangan dan sering menjadi objek foto para pengunjung.",
Mount Toba,"https://www.google.com/maps/place/Mount+Toba/@2.6166669,98.8115171,16z/data=!3m1!4b1!4m6!3m5!1s0x3031c292892ec57f:0x9fd5910012c827fd!8m2!3d2.616667!4d98.816667!16s%2Fg%2F122nj0l2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nog2EoDKzUE6j_tlN3LVvNU-qe3JDBHM5hK--N0Q1U040rZ8FoHLdnhLCqWG-Qsj5gDIQr-YDzJ014p7Cm9x2mO4RmZhRbPE4rvtSCPubepV6xRaH5Oq_pnCtmCqXmYRBNNPgJnxA=w408-h725-k-no,4.4,287,"Ronggur Nihuta, Samosir Regency, North Sumatra",Open 24 hours,2.616667,98.816667,Alam,,,tidak relevan
Lake Sidihoni,"https://www.google.com/maps/place/Lake+Sidihoni/@2.5891827,98.6621721,12.41z/data=!4m15!1m8!3m7!1s0x3031c4a6e51539d3:0xd9b8ba405fe230ae!2sLake+Sidihoni!8m2!3d2.601483!4d98.744764!10e5!16s%2Fm%2F05zzhhd!3m5!1s0x3031c4a6e51539d3:0xd9b8ba405fe230ae!8m2!3d2.601483!4d98.744764!16s%2Fm%2F05zzhhd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4np6v-XS1fTQJwzky5gWBvfMLtaEJyqmlcbr8Ir3IQPjtArUDJZqOnW-DuB-dHwL1LD2kwgj0CFUKmqQ3YiYzlWsvsEdTgJq_W6pShfAlVtpvmFti1VhpmRXFsH5lLo-ACsKJAWi-w=w424-h240-k-no,4.4,231,"Salaon Toba, Ronggur Nihuta, Samosir Regency, North Sumatra",Open 24 hours,2.601483,98.744764,Alam,,"Danau Sidohoni adalah sebuah danau kecil yang terletak di Pulau Samosir, Sumatera Utara. Uniknya, danau ini berada di atas Danau Toba, sehingga sering disebut ""danau di atas danau."" Suasananya tenang, alami, dan dikelilingi perbukitan hijau, menjadikannya tempat ideal untuk melepas penat dan menikmati keindahan alam yang masih asri.",tidak relevan
Ancol beach Pangururan,"https://www.google.com/maps/place/Ancol+beach+Pangururan/@2.6064383,98.6930834,17z/data=!3m1!4b1!4m6!3m5!1s0x3031c522f8e18045:0xa96c03cb86b383bf!8m2!3d2.6064383!4d98.6956583!16s%2Fg%2F11g8txvn3t?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npJMNLfJ0GlhzEQyA6LB9LzQU6wYjK7z-9WrvxJ2dWqysS1O1RZYPIPs-eyWyYuFccBSn3YmpDSsLSJzR9ShE68hWOFoRS-GachfhvlSY8Vrv3fb2LaA0hMwDZ9MRsPRI86Riv2=w408-h272-k-no,4.4,189,"Jl. Tele - Pangururan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392",Open 24 hours,2.6064383,98.6956583,Alam,"Pemandangan, Santai, Fotografi, Aktivitas","Ancol Beach Pangururan adalah sebuah destinasi wisata pantai yang terletak di Pangururan, Kabupaten Samosir, Sumatera Utara. Meskipun namanya mirip dengan Pantai Ancol di Jakarta, pantai ini merupakan tempat wisata lokal yang menawarkan pemandangan indah Danau Toba dan suasana yang tenang.",
